cid,CAS,organism,testtype,route,dose_mg_per_kg,effect,reference,cmpdname
151080,3100-04-07,rat,LD50,oral,5000,,USEPA/Office of Pesticide Programs; Biopesticide Registration Action Document - 1-Methylcylclopropene (224459),1-Methylcyclopropene
151080,3100-04-07,rabbit,LD50,dermal,2000,,USEPA/Office of Pesticide Programs; Biopesticide Registration Action Document - 1-Methylcylclopropene (224459),1-Methylcyclopropene
24462,7758-98-7,rat,LD50,oral,300,,WHO; Environ Health Criteria 200: Copper p.101 (1998),Cupric sulfate
24462,7758-98-7,rabbit,LD50,oral,125,,WHO; Environ Health Criteria 200: Copper p.101 (1998),Cupric sulfate
24462,7758-98-7,mouse,LD100,oral,50,,WHO; Environ Health Criteria 200: Copper p.101 (1998),Cupric sulfate
13633097,163515-14-8,rat,LD50,skin,2000,,"Proposal for Harmonised Classification and Labelling for Dimethenamid-P (September, 2012); Available from, as of August 3, 2018:",Dimethenamid-P
13633097,163515-14-8,rat,LD50,oral,480,,"WHO/FAO; Joint Meeting on Pesticide Residues Evaluation for Dimethenamid-P (163515-14-8) p.202 (2005). Available from, as of August 3, 2018: https://www.inchem.org/pages/jmpr.html",Dimethenamid-P
5284389,39300-45-3,rat,LD50,oral,980,,"The Merck Index. 9th ed. Rahway, New Jersey: Merck & Co., Inc., 1976., p. 438",Meptyldinocap
56841936,1332-58-7,rat,LD50,oral,5000,,"USEPA/Office of Pesticide Programs; Registration Eligibility Document - Kaolin (100104). April 2000 Available from, as of June 5, 2007:",Kaolin
6861,86-86-2,rat,LD50,oral,1690,,"Farm Chemicals Handbook., -(C214), 1991",1-Naphthaleneacetamide
