"cid","organism","testtype","route","dose","effect","reference","cmpdname","...9"
"86173","rat","LD50","oral","1453 mg/kg","NULL","Pesticide Manual., 9(277), 1991","Difenoconazole",NA
"86173","rabbit","LD50","skin","2010 mg/kg","NULL","Pesticide Manual., 9(277), 1991","Difenoconazole",NA
"86173","duck","LD50","oral","2150 mg/kg","NULL","Pesticide Manual., 9(277), 1991","Difenoconazole",NA
"8617","rat","LD","oral","500 mg/kg","NULL","National Academy of Sciences, National Research Council, Chemical-Biological Coordination Center, Review., 5(7), 1953","Indole-3-butyric acid",NA
"8617","mouse","LD50","oral","100 mg/kg","NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 3(76), 1976/1977","Indole-3-butyric acid",NA
"8617","mouse","LD50","intraperitoneal","100 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A231(1983)","Indole-3-butyric acid",NA
"86287518","rat","LD50","oral","410 mg/kg","NULL","Agrochemcicals Japan., (63)(15), 1993","Imidacloprid",NA
"86287518","mouse","LD50","oral","98 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 19(S209), 1994","Imidacloprid",NA
"86287518","mouse","LD50","intraperitoneal","35 mg/kg","NULL","Pesticide Biochemistry and Physiology., 58(77), 1997","Imidacloprid",NA
"86356","rat","LD50","oral","136 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: COMA; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","National Technical Information Service., OTS0543600","Fenazaquin",NA
"86356","mouse","LD50","oral","1789 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","National Technical Information Service., OTS0543587","Fenazaquin",NA
"86369","rat","LD50","oral","2600 mg/kg","NULL","United States Patent Document., #5298502","Sulfentrazone",NA
"86369","mouse","LD50","oral","700 mg/kg","NULL","United States Patent Document., #5298502","Sulfentrazone",NA
"86369","mouse","LD","intraperitoneal","100 mg/kg","NULL","United States Patent Document., #5298502","Sulfentrazone",NA
"91655","rat","LD50","oral","2 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","National Technical Information Service., OTS0536238","Chlorethoxyfos",NA
"91655","chicken","LD50","oral","14 mg/kg","BEHAVIORAL: TREMOR; BEHAVIORAL: ATAXIA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","National Technical Information Service., OTS0530328","Chlorethoxyfos",NA
"91699","rat","LD50","oral","715 mg/kg","NULL","Pesticide Manual., 9(849), 1991","Triflumizole",NA
"91699","rat","LD50","intraperitoneal","710 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 16(301), 1991","Triflumizole",NA
"91699","mouse","LD50","oral","510 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 16(301), 1991","Triflumizole",NA
"91699","mouse","LD50","intraperitoneal","530 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 16(301), 1991","Triflumizole",NA
"91699","quail","LD50","oral","2467 mg/kg","NULL","Pesticide Manual., 9(849), 1991","Triflumizole",NA
"91699","quail","LD50","unreported","2467 mg/kg","NULL","Japan Pesticide Information., (52)(27), 1988","Triflumizole",NA
"91727","rat","LD50","oral","1140 mg/kg","NULL","Pesticide Manual., 9(427), 1991","Flutriafol",NA
"91727","mouse","LD50","oral","179 mg/kg","NULL","Defense des Vegetaux., 38(77), 1984","Flutriafol",NA
"91727","rabbit","LD50","oral","200 mg/kg","NULL","Defense des Vegetaux., 38(77), 1984","Flutriafol",NA
"91727","guinea pig","LD50","oral","200 mg/kg","NULL","Defense des Vegetaux., 38(77), 1984","Flutriafol",NA
"91727","mammal (species unspecified)","LD50","oral","5670 mg/kg","NULL","Defense des Vegetaux., 44(262)(28), 1990","Flutriafol",NA
"91739","rat","LD50","oral","2190 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(647), 1990","Quinclorac",NA
"91754","mouse","LD50","oral","205 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 19(S243), 1994","Pyridaben",NA
"91754","rat","LD50","oral","570 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE WEAKNESS; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 19(S243), 1994","Pyridaben",NA
"91757","quail","LD50","oral","2250 mg/kg","NULL","Pesticide Manual., 9(321), 1991","Dithiopyr",NA
"93315","rat","LD50","intraperitoneal","1719 mg/kg","PERIPHERAL NERVE AND SENSATION: SPASTIC PARALYSIS WITH OR WITHOUT SENSORY CHANGE; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","National Technical Information Service., OTS0540509","Acequinocyl",NA
"93357","rat","LD50","oral","79 mg/kg","NULL","Pesticide Manual., 9(210), 1991","alpha-Cypermethrin",NA
"93357","rat","LD50","skin","500 mg/kg","NULL","Pesticide Manual., 9(210), 1991","alpha-Cypermethrin",NA
"93379","mouse","LD50","oral","500 mg/kg","SENSE ORGANS AND SPECIAL SENSES: PTOSIS: EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE WEAKNESS","National Technical Information Service., OTS0543084","Forchlorfenuron",NA
"9411","rat","LD50","oral","641 mg/kg","NULL","Fundamental and Applied Toxicology., 7(299), 1986","Bromacil",NA
"9411","rat","LD50","skin","2500 mg/kg","NULL","Fundamental and Applied Toxicology., 7(299), 1986","Bromacil",NA
"9411","mouse","LD50","oral","3040 mg/kg","NULL","Journal of Environmental Science and Health, Part B: Pesticides, Food Contaminants, and Agricultural Wastes., 15(867), 1980 [PMID:7002991]","Bromacil",NA
"9502","rat","LD50","oral","1146 mg/kg","NULL","Fundamental and Applied Toxicology., 7(299), 1986","Linuron",NA
"9502","rat","LD50","skin","2500 mg/kg","NULL","Fundamental and Applied Toxicology., 7(299), 1986","Linuron",NA
"9502","mouse","LD50","oral","1500 mg/kg","NULL","Yakkyoku.  Pharmacy., 36(387), 1985","Linuron",NA
"9502","dog","LD50","oral","500 mg/kg","NULL","Guide to the Chemicals Used in Crop Protection., 6(317), 1973","Linuron",NA
"9502","rabbit","LD50","oral","2250 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A248(1984)","Linuron",NA
"9502","chicken","LD50","oral","3765 mg/kg","NULL","Veterinariya.  Veterinary Science., 58(7)(63), 1982","Linuron",NA
"9576412","rat","LD50","oral","245 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S261), 1992","Fenpyroximate",NA
"9576412","mouse","LD50","oral","440 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S261), 1992","Fenpyroximate",NA
"9864","rat","LD50","oral","125 mg/kg","NULL","Merck Index; an Encyclopedia of Chemicals, Drugs, and Biologicals, 11th ed., Rahway, NJ 07065, Merck & Co., Inc. 1989, 11(418), 1989","Cyanamide",NA
"9864","rat","LD50","skin","84 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(40), 1982","Cyanamide",NA
"9864","rat","LDLo","intraperitoneal","200 mg/kg","SENSE ORGANS AND SPECIAL SENSES: MIOSIS (PUPILLARY CONSTRICTION): EYE; BEHAVIORAL: COMA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","Proceedings of the Society for Experimental Biology and Medicine., 54(254), 1943","Cyanamide",NA
"9864","rat","LD50","intravenous","56 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(40), 1982","Cyanamide",NA
"9864","rat","LD50","unreported","280 mg/kg","NULL","Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(190), 1969","Cyanamide",NA
"9864","mouse","LD50","oral","388 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(40), 1982","Cyanamide",NA
"9864","mouse","LD50","intraperitoneal","200 mg/kg","NULL","National Technical Information Service., AD277-689","Cyanamide",NA
"9864","cat","LD50","oral","100 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(40), 1982","Cyanamide",NA
"9864","rabbit","LD50","oral","150 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(40), 1982","Cyanamide",NA
"9864","rabbit","LD50","skin","590 mg/kg","NULL","Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(190), 1969","Cyanamide",NA
"991","man","TDLo","oral","214 mg/kg","PERIPHERAL NERVE AND SENSATION: SPASTIC PARALYSIS WITH OR WITHOUT SENSORY CHANGE; BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: COMA","Journal of Neurology, Neurosurgery and Psychiatry., 56(1135), 1993 [PMID:8410019]","Parathion",NA
"991","human","LD50","oral","3 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A311(1986)","Parathion",NA
"991","rat","LD50","oral","2 mg/kg","NULL","Toxicology and Applied Pharmacology., 11(546), 1967 [PMID:5586363]","Parathion",NA
"991","rat","LD50","intraperitoneal","2 mg/kg","NULL","Advances in Pest Control Research., 4(117), 1961","Parathion",NA
"991","rat","LD50","subcutaneous","9 mg/kg","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Toksikologiya Novykh Promyshlennykh Khimicheskikh Veshchestv.  Toxicology of New Industrial Chemical Substances.  For English translation, see TNICS*., 7(122), 1965","Parathion",NA
"991","rat","LD50","intramuscular","6 mg/kg","NULL","Journal of Clinical Investigation., 37(350), 1958 [PMID:13513766]","Parathion",NA
"991","mouse","LD50","oral","5 mg/kg","NULL","Agricultural and Biological Chemistry., 30(181), 1966","Parathion",NA
"991","mouse","LD50","skin","19 mg/kg","NULL","Agricultural and Biological Chemistry., 26(257), 1962","Parathion",NA
"991","mouse","LD50","intraperitoneal","3 mg/kg","NULL","Journal of Agricultural and Food Chemistry., 11(91), 1963","Parathion",NA
"991","mouse","LD50","subcutaneous","10 mg/kg","NULL","Pharmazie., 37(729), 1982","Parathion",NA
"991","mouse","LD50","intravenous","13 mg/kg","NULL","Toxicology and Applied Pharmacology., 22(684), 1972 [PMID:5045772]","Parathion",NA
"991","dog","LD50","oral","3 mg/kg","NULL","Special Publication of the Entomological Society of America., 78-1(33), 1978","Parathion",NA
"991","dog","LD50","intraperitoneal","12 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: TREMOR; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Journal of Pharmacology and Experimental Therapeutics., 95(79), 1949","Parathion",NA
"991","dog","LD50","intravenous","12 mg/kg","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","JAMA, Journal of the American Medical Association., 144(104), 1950 [PMID:15436303]","Parathion",NA
"991","cat","LD50","intraperitoneal","3 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: TREMOR; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Journal of Pharmacology and Experimental Therapeutics., 95(79), 1949","Parathion",NA
"991","cat","LD50","intravenous","3 mg/kg","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","JAMA, Journal of the American Medical Association., 144(104), 1950 [PMID:15436303]","Parathion",NA
"991","rabbit","LD50","oral","10 mg/kg","NULL","Special Publication of the Entomological Society of America., 78-1(33), 1978","Parathion",NA
"991","rabbit","LD50","skin","15 mg/kg","NULL","Toxicological Information on Cyanamid Insecticides., 8/1966","Parathion",NA
"991","rabbit","LD50","subcutaneous","30 mg/kg","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Toksikologiya Novykh Promyshlennykh Khimicheskikh Veshchestv.  Toxicology of New Industrial Chemical Substances.  For English translation, see TNICS*., 7(122), 1965","Parathion",NA
"991","guinea pig","LD50","oral","8 mg/kg","NULL","Arzneimittel-Forschung. Drug Research., 5(626), 1955 [PMID:13293054]","Parathion",NA
"991","guinea pig","LD50","skin","45 mg/kg","NULL","Toxicological Information on Cyanamid Insecticides., 8/1966","Parathion",NA
"991","guinea pig","LD50","intraperitoneal","12 mg/kg","NULL","Arzneimittel-Forschung. Drug Research., 5(626), 1955 [PMID:13293054]","Parathion",NA
"991","guinea pig","LD50","subcutaneous","10 mg/kg","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Toksikologiya Novykh Promyshlennykh Khimicheskikh Veshchestv.  Toxicology of New Industrial Chemical Substances.  For English translation, see TNICS*., 7(122), 1965","Parathion",NA
"991","chicken","LD50","oral","10 mg/kg","NULL","Environmental Quality and Safety., 3(173), 1974","Parathion",NA
"991","duck","LD50","skin","28 mg/kg","NULL","Toxicology and Applied Pharmacology., 47(451), 1979 [PMID:442090]","Parathion",NA
"991","horse/donkey","LD50","oral","5 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Parathion",NA
"991","domestic animals - goat/sheep","LDLo","oral","100 mg/kg","BEHAVIORAL: EXCITEMENT; BEHAVIORAL: REGIDITY; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","U.S. Army, Chemical Corps Medical Laboratories Research Reports., #269(1954)","Parathion",NA
"991","domestic animals - goat/sheep","LDLo","intramuscular","20 mg/kg","SENSE ORGANS AND SPECIAL SENSES: MIOSIS (PUPILLARY CONSTRICTION): EYE; BEHAVIORAL: MUSCLE WEAKNESS; BEHAVIORAL: REGIDITY","U.S. Army, Chemical Corps Medical Laboratories Research Reports., #269(1954)","Parathion",NA
"991","mammal (species unspecified)","LD50","oral","49 mg/kg","BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA","National Technical Information Service., PB288-416","Parathion",NA
"991","mammal (species unspecified)","LD50","unreported","6 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(323), 1971","Parathion",NA
"991","frog","LD50","parenteral","967 mg/kg","PERIPHERAL NERVE AND SENSATION: FLACCID PARALYSIS WITHOUT ANESTHESIA (USUALLY NEUROMUSCULAR BLOCKAGE); BEHAVIORAL: ALTERED SLEEP TIME (INCLUDING CHANGE IN RIGHTING REFLEX); LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","Archives Internationales de Pharmacodynamie et de Therapie., 124(212), 1960 [PMID:13819287]","Parathion",NA
"991","man","TDLo","oral","2143 mg/kg","BEHAVIORAL: COMA; CARDIAC: PULSE RATE; VASCULAR: SHOCK","Neurology., 31(603), 1981 [PMID:7194975]","Parathion",NA
"151080","rat","LD50","oral","5000 mg/kg","NULL","USEPA/Office of Pesticide Programs; Biopesticide Registration Action Document - 1-Methylcylclopropene (224459)","1-Methylcyclopropene",NA
"151080","rabbit","LD50","dermal","2000 mg/kg","NULL","USEPA/Office of Pesticide Programs; Biopesticide Registration Action Document - 1-Methylcylclopropene (224459)","1-Methylcyclopropene",NA
"24462","rat","LD50","oral","300 mg/kg","NULL","WHO; Environ Health Criteria 200: Copper p.101 (1998)","Cupric sulfate",NA
"24462","rabbit","LD50","oral","125 mg/kg","NULL","WHO; Environ Health Criteria 200: Copper p.101 (1998)","Cupric sulfate",NA
"24462","mouse","LD100","oral","50 mg/kg","NULL","WHO; Environ Health Criteria 200: Copper p.101 (1998)","Cupric sulfate",NA
"13633097","rat","LD50","skin","2000 mg/kg","NULL","Proposal for Harmonised Classification and Labelling for Dimethenamid-P (September, 2012); Available from, as of August 3, 2018:","Dimethenamid-P",NA
"13633097","rat","LD50","oral","480 mg/kg","NULL","WHO/FAO; Joint Meeting on Pesticide Residues Evaluation for Dimethenamid-P (163515-14-8) p.202 (2005). Available from, as of August 3, 2018: https://www.inchem.org/pages/jmpr.html","Dimethenamid-P",NA
"5284389","rat","LD50","oral","980 mg/kg","NULL","The Merck Index. 9th ed. Rahway, New Jersey: Merck & Co., Inc., 1976., p. 438","Meptyldinocap",NA
"56841936","rat","LD50","oral","5000 mg/kg","NULL","USEPA/Office of Pesticide Programs; Registration Eligibility Document - Kaolin (100104). April 2000 Available from, as of June 5, 2007:","Kaolin",NA
"6861","rat","LD50","oral","1690 mg/kg","NULL","Farm Chemicals Handbook., -(C214), 1991","1-Naphthaleneacetamide",NA
"2319","rat","LD50","oral","10000 mg/kg","NULL","Farm Chemicals Handbook., -(C123), 1991","Benfluralin",NA
"2319","mouse","LD50","oral","5000 mg/kg","NULL","Pesticides Symposia; Collection of Papers Presented at the Sixth & Seventh Inter-American Conferences on Toxicology and Occupational Medicine, Miami, FL, Miami, FL, J.L. Halos, 1968-70, 6(263), 1968/1970","Benfluralin",NA
"2319","dog","LD50","oral","2000 mg/kg","NULL","Pesticide Manual., 9(56), 1991","Benfluralin",NA
"2319","rabbit","LD50","oral","2000 mg/kg","NULL","Pesticide Manual., 9(56), 1991","Benfluralin",NA
"2319","chicken","LD50","oral","2000 mg/kg","NULL","Pesticide Manual., 9(56), 1991","Benfluralin",NA
"2319","quail","LD50","oral","2000 mg/kg","NULL","Pesticide Manual., 9(56), 1991","Benfluralin",NA
"2319","duck","LD50","oral","2000 mg/kg","NULL","Pesticide Manual., 9(56), 1991","Benfluralin",NA
"39676","rat","LD50","oral","10000 mg/kg","NULL","Pesticide Manual., 9(859), 1991","Vinclozolin",NA
"39676","rat","LD50","skin","2000 mg/kg","NULL","Farm Chemicals Handbook., -(C322), 1991","Vinclozolin",NA
"39676","mouse","LD50","oral","10000 mg/kg","NULL","Defense des Vegetaux., 32(72), 1978","Vinclozolin",NA
"39676","rabbit","LD50","skin","5000 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A417(1983)","Vinclozolin",NA
"39676","guinea pig","LD50","oral","8000 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Vinclozolin",NA
"47898","rat","LD50","oral","10000 mg/kg","NULL","Farm Chemicals Handbook., -(C209), 1991","Flutolanil",NA
"47898","rat","LD50","skin","5000 mg/kg","NULL","Japan Pesticide Information., (47)(23), 1985","Flutolanil",NA
"47898","rat","LD50","intraperitoneal","10000 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 13(153), 1988","Flutolanil",NA
"47898","rat","LD50","subcutaneous","10000 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 13(153), 1988","Flutolanil",NA
"47898","mouse","LD50","oral","10000 mg/kg","NULL","Pesticide Manual., 9(426), 1991","Flutolanil",NA
"47898","mouse","LD50","intraperitoneal","10000 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 13(153), 1988","Flutolanil",NA
"47898","mouse","LD50","subcutaneous","10000 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 13(153), 1988","Flutolanil",NA
"52998","rabbit","LD50","skin","2000 mg/kg","NULL","Pesticide Manual., 9(774), 1991","Sulfometuron",NA
"62276","rat","LD50","oral","5000 mg/kg","NULL","Farm Chemicals Handbook., -(C77), 1991","Lactofen",NA
"62276","rat","LD50","skin","2000 mg/kg","NULL","Farm Chemicals Handbook., -(C77), 1991","Lactofen",NA
